Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSG00000241386	32735083	32739368	HLA-DOB	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000108021	5684838	5763740	FAM208B	10
ENSG00000234243	32267189	32271946	GPSM3	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000165775	155025980	155060303	FUNDC2	X
ENSG00000262473	33508081	33521016	GART	CHR_HSCHR21_4_CTG1_1
ENSG00000188522	18968789	19004804	FAM83G	17
ENSG00000106415	7968794	8094272	GLCCI1	7
ENSG00000178950	849276	932373	GAK	4
ENSG00000198173	37008397	37011666	FAM47C	X
ENSG00000165694	132076993	132128020	FRMD7	X
ENSG00000077782	38400215	38468834	FGFR1	8
ENSG00000206452	31258588	31261959	HLA-C	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000169710	82078333	82098332	FASN	17
ENSG00000112972	43289395	43313512	HMGCS1	5
ENSG00000185448	34129756	34132314	FAM47A	X
ENSG00000234545	92560793	92590394	FAM133B	7
ENSG00000107872	102419189	102423136	FBXL15	10
ENSG00000077458	95768942	95790409	FAM76B	11
ENSG00000280548	39834458	39846414	FBL	CHR_HG2021_PATCH
ENSG00000282908	92356172	92900546	FAT3	CHR_HG2116_PATCH
ENSG00000285435	228424845	228425325	HIST3H3	CHR_HG2002_PATCH
ENSG00000285182	47721058	47771984	FNBP4	CHR_HG2114_PATCH
ENSG00000282046	32248714	32275847	GREM1	CHR_HSCHR15_6_CTG8
ENSG00000284571	18244836	18258916	FLII	CHR_HSCHR17_3_CTG1
ENSG00000284925	112120841	112133305	GCSAM	CHR_HSCHR3_6_CTG2_1
ENSG00000129351	10654261	10692417	ILF3	19
ENSG00000168264	234604269	234609525	IRF2BP2	1
ENSG00000110756	18278668	18322198	HPS5	11
ENSG00000131914	26410778	26429722	LIN28A	1
ENSG00000135338	79484991	79537458	LCA5	6
ENSG00000166033	122458551	122514908	HTRA1	10
ENSG00000182481	68035519	68046842	KPNA2	17
ENSG00000089094	121429097	121581015	KDM2B	12
ENSG00000161652	50152548	50163195	IZUMO2	19
ENSG00000118308	25004342	25108334	LRMP	12
ENSG00000171401	41500981	41505705	KRT13	17
ENSG00000167757	51022216	51028039	KLK11	19
ENSG00000117013	40783814	40840452	KCNQ4	1
ENSG00000109452	142023160	142847432	INPP4B	4
ENSG00000276774	54156127	54160192	LENG1	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000275935	54156127	54160192	LENG1	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000175556	118974614	119018355	LONRF3	X
ENSG00000109265	56049073	56328625	KIAA1211	4
ENSG00000240563	62194831	62212328	L1TD1	1
ENSG00000138668	82352498	82374503	HNRNPD	4
ENSG00000152409	79236189	79327215	JMY	5
ENSG00000122203	176346061	176361968	KIAA1191	5
ENSG00000083168	41929479	42052026	KAT6A	8
ENSG00000136003	108562582	108569384	ISCU	12
ENSG00000123384	57128493	57213351	LRP1	12
ENSG00000157578	39405844	39445805	LCA5L	21
ENSG00000197386	3041422	3243960	HTT	4
ENSG00000204389	31815464	31817946	HSPA1A	6
ENSG00000205955	184115352	184117898	HSP90AA5P	3
ENSG00000178035	49024325	49029408	IMPDH2	3
ENSG00000164151	5420664	5490234	ICE1	5
ENSG00000113141	140647058	140662479	IK	5
ENSG00000086730	74199652	74229834	LAT2	7
ENSG00000101384	10637684	10673999	JAG1	20
ENSG00000136504	49788555	49835030	KAT7	17
ENSG00000120071	46029916	46225389	KANSL1	17
ENSG00000152137	119178642	119221131	HSPB8	12
ENSG00000160712	154405193	154469450	IL6R	1
ENSG00000163565	158999968	159055155	IFI16	1
ENSG00000102753	49699307	49792921	KPNA3	13
ENSG00000120694	31134974	31162388	HSPH1	13
ENSG00000183856	156525405	156572604	IQGAP3	1
ENSG00000108424	47649476	47685505	KPNB1	17
ENSG00000105323	41262496	41307598	HNRNPUL1	19
ENSG00000185760	72621792	73198851	KCNQ5	6
ENSG00000185479	52446651	52452126	KRT6B	12
ENSG00000211893	105639559	105644790	IGHG2	14
ENSG00000211892	105620506	105626066	IGHG4	14
ENSG00000137171	43040777	43075099	KLC4	6
ENSG00000272333	35718019	35738878	KMT2B	19
ENSG00000267796	35748361	35754519	LIN37	19
ENSG00000162849	245154985	245709431	KIF26B	1
ENSG00000066557	70144805	70205620	LRRC40	1
ENSG00000175707	26949562	26960406	KDF1	1
ENSG00000066135	43650158	43705515	KDM4A	1
ENSG00000276959	54156123	54160192	LENG1	CHR_HSCHR19_4_CTG3_1
ENSG00000136636	215567392	215621807	KCTD3	1
ENSG00000005844	30472658	30523185	ITGAL	16
ENSG00000157978	25543580	25568886	LDLRAP1	1
ENSG00000143603	154697455	154870280	KCNN3	1
ENSG00000170606	133051962	133106449	HSPA4	5
ENSG00000183199	87891843	87894015	HSP90AB3P	4
ENSG00000196872	98793846	98936259	KIAA1211L	2
ENSG00000106348	128392277	128410252	IMPDH1	7
ENSG00000143624	153728067	153774808	INTS3	1
ENSG00000143195	166895711	166975482	ILDR2	1
ENSG00000186185	44924709	44947711	KIF18B	17
ENSG00000133703	25204789	25250936	KRAS	12
ENSG00000002834	38869859	38921770	LASP1	17
ENSG00000183775	144170832	144485686	KCTD16	5
ENSG00000130164	11089362	11133816	LDLR	19
ENSG00000107147	135702185	135795508	KCNT1	9
ENSG00000074706	154154496	154356792	IPCEF1	6
ENSG00000166173	70829130	70854159	LARP6	15
ENSG00000197272	28499362	28512051	IL27	16
ENSG00000134709	59814786	59876378	HOOK1	1
ENSG00000152795	82422564	82430408	HNRNPDL	4
ENSG00000139116	39293228	39443390	KIF21A	12
ENSG00000171223	12791496	12793315	JUNB	19
ENSG00000129347	10553078	10566037	KRI1	19
ENSG00000186081	52514575	52520687	KRT5	12
ENSG00000170465	52468516	52473785	KRT6C	12
ENSG00000073614	280129	389454	KDM5A	12
ENSG00000204388	31827735	31830255	HSPA1B	6
ENSG00000168481	22146825	22157084	LGI3	8
ENSG00000126214	103561896	103714249	KLC1	14
ENSG00000196497	24180219	24188964	IPO4	14
ENSG00000274513	54274450	54281944	LILRB2	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000197081	159969099	160113507	IGF2R	6
ENSG00000092199	21209136	21269494	HNRNPC	14
ENSG00000140015	62699454	63102037	KCNH5	14
ENSG00000169306	28587399	29956723	IL1RAPL1	X
ENSG00000104824	38836388	38852347	HNRNPL	19
ENSG00000171345	41523617	41528308	KRT19	17
ENSG00000204390	31809619	31815065	HSPA1L	6
ENSG00000132128	46261196	46303608	LRRC41	1
ENSG00000107929	806914	931705	LARP4B	10
ENSG00000135835	180913154	180951614	KIAA1614	1
ENSG00000278426	54156127	54160192	LENG1	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000153187	244840638	244864560	HNRNPU	1
ENSG00000171236	4536409	4540474	LRG1	19
ENSG00000027644	156840063	156859018	INSRR	1
ENSG00000183814	226231149	226309869	LIN9	1
ENSG00000160789	156082573	156140089	LMNA	1
ENSG00000169813	43385617	43409166	HNRNPF	10
ENSG00000276734	148937284	149030199	KIF5C	CHR_HSCHR2_2_CTG7_2
ENSG00000211896	105736343	105743071	IGHG1	14
ENSG00000168395	241687085	241729478	ING5	2
ENSG00000185122	144291591	144314722	HSF1	8
ENSG00000132854	62236979	62319414	KANK4	1
ENSG00000082482	215005775	215237093	KCNK2	1
ENSG00000070018	12116025	12267012	LRP6	12
ENSG00000139620	48653401	48682238	KANSL2	12
ENSG00000064042	41359607	41700044	LIMCH1	4
ENSG00000131023	149658153	149718256	LATS1	6
ENSG00000176842	54930862	54934485	IRX5	16
ENSG00000149503	62123973	62153163	INCENP	11
ENSG00000274497	105643841	105645561	IGHG2	CHR_HSCHR14_3_CTG1
ENSG00000007202	28614440	28645454	KIAA0100	17
ENSG00000138688	122152333	122362758	KIAA1109	4
ENSG00000043143	134524312	134583230	JADE2	5
ENSG00000104731	87696485	87765992	KLHDC4	16
ENSG00000231028	135497801	135716055	LINC00271	6
ENSG00000106683	74082933	74122525	LIMK1	7
ENSG00000107104	470291	746106	KANK1	9
ENSG00000109270	99878336	99894490	LAMTOR3	4
ENSG00000282100	58691106	58693125	HSP90AB4P	15
ENSG00000147050	44873177	45112602	KDM6A	X
ENSG00000187772	104936616	105083332	LIN28B	6
ENSG00000167613	54351384	54370558	LAIR1	19
ENSG00000087299	50237563	50312548	L2HGDH	14
ENSG00000233450	33531696	33550087	KIFC1	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000126945	101408295	101414133	HNRNPH2	X
ENSG00000162522	32741885	32774970	KIAA1522	1
ENSG00000213626	30231369	30323730	LBH	2
ENSG00000140575	90388218	90502243	IQGAP1	15
ENSG00000133704	30628988	30695986	IPO8	12
ENSG00000127483	20742661	20787323	HP1BP3	1
ENSG00000155506	154712902	154817607	LARP1	5
ENSG00000130294	240713761	240821036	KIF1A	2
ENSG00000115548	86440647	86492716	KDM3A	2
ENSG00000159217	48997412	49055650	IGF2BP1	17
ENSG00000106689	124001670	124033301	LHX2	9
ENSG00000167767	52168996	52192000	KRT80	12
ENSG00000005156	34980494	35009743	LIG3	17
ENSG00000166598	103930107	103953645	HSP90B1	12
ENSG00000102313	54748899	54798240	ITIH6	X
ENSG00000134313	8721081	8837630	KIDINS220	2
ENSG00000185513	43489442	43550950	L3MBTL1	20
ENSG00000106211	76302544	76304295	HSPB1	7
ENSG00000150995	4493345	4847840	ITPR1	3
ENSG00000281216	245353678	245713153	KIF26B	CHR_HSCHR1_1_CTG32_1
ENSG00000105639	17824780	17848071	JAK3	19
ENSG00000135862	183023460	183145592	LAMC1	1
ENSG00000143815	225401502	225428925	LBR	1
ENSG00000144791	45555394	45686338	LIMD1	3
ENSG00000086544	40717103	40740860	ITPKC	19
ENSG00000113889	186717276	186744410	KNG1	3
ENSG00000170454	52424070	52434525	KRT75	12
ENSG00000184261	47516581	47570939	KCNK12	2
ENSG00000131042	54273821	54281184	LILRB2	19
ENSG00000118960	20560448	20651089	HS1BP3	2
ENSG00000116679	185296388	185317329	IVNS1ABP	1
ENSG00000165185	112486847	112669397	KIAA1958	9
ENSG00000211897	105764503	105771405	IGHG3	14
ENSG00000197915	152212082	152224193	HRNR	1
ENSG00000169045	179614178	179634784	HNRNPH1	5
ENSG00000164880	1470277	1504367	INTS1	7
ENSG00000110906	109448656	109477544	KCTD10	12
ENSG00000143621	153661788	153671048	ILF2	1
ENSG00000184216	154010500	154019980	IRAK1	X
ENSG00000196305	92210207	92293756	IARS	9
ENSG00000096384	44246166	44253888	HSP90AB1	6
ENSG00000197451	178204507	178211163	HNRNPAB	5
ENSG00000196878	209614870	209652466	LAMB3	1
ENSG00000197256	11164267	11197791	KANK2	19
ENSG00000153391	35452230	35497991	INO80C	18
ENSG00000100395	41205205	41231271	L3MBTL2	22
ENSG00000169047	226731317	226799759	IRS1	2
ENSG00000144668	37452115	37823514	ITGA9	3
ENSG00000168172	42896932	43030539	HOOK3	8
ENSG00000163428	120324509	120349339	LRRC58	3
ENSG00000166398	34254537	34355586	KIAA0355	19
ENSG00000171403	41565841	41572058	KRT9	17
ENSG00000177606	58780788	58784327	JUN	1
ENSG00000186847	41582279	41586921	KRT14	17
ENSG00000100441	24429286	24441834	KHNYN	14
ENSG00000263528	206470476	206496889	IKBKE	1
ENSG00000005483	105014179	105114361	KMT2E	7
ENSG00000047578	27550133	27780369	KIAA0556	16
ENSG00000069424	5991466	6101193	KCNAB2	1
ENSG00000171346	41513743	41522529	KRT15	17
ENSG00000100221	38685543	38701556	JOSD1	22
ENSG00000143768	225936598	225941489	LEFTY2	1
ENSG00000126803	64535905	64546173	HSPA2	14
ENSG00000044574	125234853	125241330	HSPA5	9
ENSG00000225217	161606291	161608217	HSPA7	1
ENSG00000278154	54361220	54378234	LAIR1	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000111203	2812622	2859791	ITFG2	12
ENSG00000162873	205336065	205357090	KLHDC8A	1
ENSG00000168918	233059967	233207903	INPP5D	2
ENSG00000043462	170246237	170298227	LCP2	5
ENSG00000165097	18155329	18223853	KDM1B	6
ENSG00000143772	226631690	226739323	ITPKB	1
ENSG00000166035	58410569	58569843	LIPC	15
ENSG00000116586	156054752	156058510	LAMTOR2	1
ENSG00000073792	185643739	185825056	IGF2BP2	3
ENSG00000182541	31212239	31280080	LIMK2	22
ENSG00000205940	13333414	13338657	HSP90AB2P	4
ENSG00000002549	17577192	17607972	LAP3	4
ENSG00000113013	138553756	138575724	HSPA9	5
ENSG00000167548	49018975	49059774	KMT2D	12
ENSG00000163807	44737661	44761662	KIAA1143	3
ENSG00000080824	102080738	102139699	HSP90AA1	14
ENSG00000161904	33771202	33789136	LEMD2	6
ENSG00000159556	76336724	76342476	ISL2	15
ENSG00000161405	39757715	39864188	IKZF3	17
ENSG00000263243	40861303	40867210	KRT12	CHR_HSCHR17_4_CTG4
ENSG00000274110	54283996	54300924	LAIR1	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000262164	40958544	40967019	KRT39	CHR_HSCHR17_4_CTG4
ENSG00000263309	40922696	40937634	KRT23	CHR_HSCHR17_4_CTG4
ENSG00000119185	9403475	9423547	ITGB1BP1	2
ENSG00000096746	68331174	68343191	HNRNPH3	10
ENSG00000124313	53225828	53321350	IQSEC2	X
ENSG00000136167	46125920	46211871	LCP1	13
ENSG00000185950	109752698	109786568	IRS2	13
ENSG00000120549	23694746	24547848	KIAA1217	10
ENSG00000279389	34261710	34308123	KIAA0355	CHR_HSCHR19_1_CTG3_1
ENSG00000142687	35433490	35557950	KIAA0319L	1
ENSG00000100099	26443423	26483837	HPS4	22
ENSG00000165757	30012800	30115494	JCAD	10
ENSG00000184916	105140981	105168824	JAG2	14
ENSG00000105370	51379909	51387960	LIM2	19
ENSG00000236384	41711520	41715775	LINC00479	21
ENSG00000185085	62646848	62653302	INTS5	11
ENSG00000102221	46912276	47061242	JADE3	X
ENSG00000145703	76403249	76708132	IQGAP2	5
ENSG00000119912	92451684	92574076	IDE	10
ENSG00000172867	52644558	52652164	KRT2	12
ENSG00000276163	54360692	54377679	LAIR1	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000196684	16134028	16158575	HSH2D	19
ENSG00000162337	68312609	68449275	LRP5	11
ENSG00000105617	54155161	54159882	LENG1	19
ENSG00000159166	201373244	201399915	LAD1	1
ENSG00000068885	160256986	160399880	IFT80	3
ENSG00000120733	138352596	138437028	KDM3B	5
ENSG00000203485	104689606	104722535	INF2	14
ENSG00000123243	7559270	7666998	ITIH5	10
ENSG00000196859	40958417	40966892	KRT39	17
ENSG00000108244	40922696	40937634	KRT23	17
ENSG00000172201	19837386	19840684	ID4	6
ENSG00000271601	145933423	145958001	LIX1L	1
ENSG00000187242	40860943	40867224	KRT12	17
ENSG00000118193	200551497	200620734	KIF14	1
ENSG00000087253	55508998	55586670	LPCAT2	16
ENSG00000136231	23310209	23470467	IGF2BP3	7
ENSG00000185640	52821410	52834295	KRT79	12
ENSG00000133706	146113038	146182660	LARS	5
ENSG00000137269	53794497	53924121	LRRC1	6
ENSG00000166796	18412307	18452058	LDHC	11
ENSG00000115267	162267079	162318703	IFIH1	2
ENSG00000161638	54395261	54419460	ITGA5	12
ENSG00000163808	44761717	44873376	KIF15	3
ENSG00000124391	88638591	88640473	IL17C	16
ENSG00000182054	90083045	90102504	IDH2	15
ENSG00000051128	18929201	18941261	HOMER3	19
ENSG00000205726	33642400	33899861	ITSN1	21
ENSG00000212866	31817974	31820498	HSPA1B	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000152580	151425384	151458709	IGSF10	3
ENSG00000232560	17438890	17449185	LINC01549	21
ENSG00000198589	150264531	151015727	LRBA	4
ENSG00000189308	82909973	83012926	LIN54	4
ENSG00000236251	31796990	31802435	HSPA1L	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000079616	29790719	29805385	KIF22	16
ENSG00000176809	64854312	64919480	LRRC37A3	17
ENSG00000257017	72054592	72061055	HP	16
ENSG00000196365	5691834	5720572	LONP1	19
ENSG00000161849	52377812	52385652	KRT84	12
ENSG00000001497	65512582	65534775	LAS1L	X
ENSG00000065427	75627474	75648643	KARS	16
ENSG00000104863	49114324	49118460	LIN7B	19
ENSG00000117595	209785623	209806175	IRF6	1
ENSG00000134962	39406853	39451536	KLB	4
ENSG00000167916	40697991	40703750	KRT24	17
ENSG00000170759	32009010	32056431	KIF5B	10
ENSG00000115232	181457202	181536187	ITGA4	2
ENSG00000186625	149594873	149648972	KATNA1	6
ENSG00000056678	33561891	33562220	KIFC1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000226650	155013755	155018132	KIF4B	5
ENSG00000067704	220094102	220148041	IARS2	1
ENSG00000174718	31959370	31993107	KIAA1551	12
ENSG00000150093	32900319	33005792	ITGB1	10
ENSG00000166816	75111860	75116771	LDHD	16
ENSG00000126777	55559072	55701526	KTN1	14
ENSG00000160255	44885953	44931989	ITGB2	21
ENSG00000111716	21635342	21757857	LDHB	12
ENSG00000144749	66378797	66501263	LRIG1	3
ENSG00000173801	41754604	41786931	JUP	17
ENSG00000115274	74455023	74457960	INO80B	2
ENSG00000171105	7112255	7294034	INSR	19
ENSG00000197892	29067279	29263124	KIF13B	8
ENSG00000121361	21764955	21775581	KCNJ8	12
ENSG00000170421	52897187	52949954	KRT8	12
ENSG00000138709	128061268	128222931	LARP1B	4
ENSG00000144381	197486581	197516737	HSPD1	2
ENSG00000171360	41436446	41440921	KRT38	17
ENSG00000186001	197791226	197888436	LRCH3	3
ENSG00000083457	3714628	3801243	ITGAE	17
ENSG00000157404	54657918	54740715	KIT	4
ENSG00000170561	2745845	2751662	IRX2	5
ENSG00000176619	2427638	2456996	LMNB2	19
ENSG00000170807	123655807	123664290	LMOD2	7
ENSG00000166813	89608789	89655451	KIF7	15
ENSG00000176595	1973878	2006936	KBTBD11	8
ENSG00000237864	43322417	43332039	LINC00322	21
ENSG00000189337	13892792	15118043	KAZN	1
ENSG00000105486	48115445	48170603	LIG1	19
ENSG00000142945	44739818	44767767	KIF2C	1
ENSG00000099783	8444767	8489114	HNRNPM	19
ENSG00000153885	33795933	33815763	KCTD15	19
ENSG00000128606	102912991	102944949	LRRC17	7
ENSG00000143889	38561978	38603586	HNRNPLL	2
ENSG00000174106	65169571	65248327	LEMD3	12
ENSG00000109971	123057489	123063230	HSPA8	11
ENSG00000116852	200969390	201023700	KIF21B	1
ENSG00000226704	31876648	31882094	HSPA1L	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000235941	31882493	31884975	HSPA1A	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000232804	31894767	31897281	HSPA1B	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000215271	23272422	23299447	HOMEZ	14
ENSG00000050405	50175788	50283546	LIMA1	12
ENSG00000198945	130013699	130141451	L3MBTL3	6
ENSG00000112984	138178719	138187715	KIF20A	5
ENSG00000138785	105682627	105895986	INTS12	4
ENSG00000134324	11677595	11827409	LPIN1	2
ENSG00000133835	119452443	119637199	HSD17B4	5
ENSG00000114982	96593170	96642787	KANSL3	2
ENSG00000115607	102418689	102452565	IL18RAP	2
ENSG00000105376	10289981	10296778	ICAM5	19
ENSG00000214753	62712630	62727472	HNRNPUL2	11
ENSG00000173404	20368121	20370949	INSM1	20
ENSG00000156650	74824927	75032624	KAT6B	10
ENSG00000129988	38346356	38377023	LBP	20
ENSG00000104365	42271302	42332653	IKBKB	8
ENSG00000275463	54274422	54281786	LILRB2	CHR_HSCHR19_4_CTG3_1
ENSG00000153814	27830573	28180743	JAZF1	7
ENSG00000131981	55124110	55145413	LGALS3	14
ENSG00000068796	62306162	62537249	KIF2A	5
ENSG00000185811	50304068	50405101	IKZF1	7
ENSG00000130764	3778558	3796504	LRRC47	1
ENSG00000165458	72223701	72239105	INPPL1	11
ENSG00000145012	188153284	188890671	LPP	3
ENSG00000170484	52565782	52573825	KRT74	12
ENSG00000121774	32013829	32060850	KHDRBS1	1
ENSG00000129038	73925989	73952137	LOXL1	15
ENSG00000165704	134460153	134520513	HPRT1	X
ENSG00000115541	197499994	197503457	HSPE1	2
ENSG00000277751	54274438	54278995	LILRB2	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000172349	81159575	81314058	IL16	15
ENSG00000122566	26173057	26201529	HNRNPA2B1	7
ENSG00000137807	69414246	69448427	KIF23	15
ENSG00000138095	43886508	43996005	LRPPRC	2
ENSG00000151655	7703269	7749520	ITIH2	10
ENSG00000155980	57549998	57586632	KIF5A	12
ENSG00000211592	88857161	88857683	IGKC	2
ENSG00000066735	104138723	104180894	KIF26A	14
ENSG00000111052	80792520	80937925	LIN7A	12
ENSG00000138160	92593286	92655395	KIF11	10
ENSG00000185069	52768155	52777345	KRT76	12
ENSG00000126456	49659569	49665875	IRF3	19
ENSG00000134330	9473658	9496543	IAH1	2
ENSG00000159387	55323760	55330760	IRX6	16
ENSG00000100364	45190338	45240769	KIAA0930	22
ENSG00000174720	112636964	112657592	LARP7	4
ENSG00000235268	95025258	95027596	KDM4E	11
ENSG00000188883	139452690	139483712	KLRG2	7
ENSG00000012817	19703865	19744939	KDM5D	Y
ENSG00000119917	89327894	89340971	IFIT3	10
ENSG00000186432	160494995	160565588	KPNA4	3
ENSG00000205213	27365961	27472775	LGR4	11
ENSG00000077454	100574011	100586153	LRCH4	7
ENSG00000102878	67164681	67169945	HSF4	16
ENSG00000167216	46917492	47102243	KATNAL2	18
ENSG00000004487	23019443	23083689	KDM1A	1
ENSG00000119669	77024543	77028699	IRF2BPL	14
ENSG00000177663	17084954	17115694	IL17RA	22
ENSG00000166333	6603708	6610874	ILK	11
ENSG00000198728	102107560	102120453	LDB1	10
ENSG00000177508	54283304	54286763	IRX3	16
ENSG00000006652	112422968	112481017	IFRD1	7
ENSG00000173120	67119269	67258087	KDM2A	11
ENSG00000109787	38664196	38701042	KLF3	4
ENSG00000237649	33391536	33409924	KIFC1	6
ENSG00000167768	52674736	52680407	KRT1	12
ENSG00000055609	152134922	152436005	KMT2C	7
ENSG00000206422	7231125	7232047	LRRC30	18
ENSG00000168961	27629798	27649560	LGALS9	17
ENSG00000141068	27456470	27626438	KSR1	17
ENSG00000150477	36829106	37232172	KIAA1328	18
ENSG00000005700	82169983	82247754	IBTK	6
ENSG00000159708	67326798	67385203	LRRC36	16
ENSG00000110031	58526871	58578220	LPXN	11
ENSG00000127663	4969113	5153595	KDM4B	19
ENSG00000134333	18394388	18408425	LDHA	11
ENSG00000123364	53938765	53946544	HOXC13	12
ENSG00000144711	12897220	13283281	IQSEC1	3
ENSG00000146021	137617500	137736090	KLHL3	5
ENSG00000102349	56232421	56287889	KLF8	X
ENSG00000073350	75525080	75575208	LLGL2	17
ENSG00000100097	37675608	37679806	LGALS1	22
ENSG00000198825	119726042	119829278	INPP5F	10
ENSG00000078399	27162435	27175180	HOXA9	7
ENSG00000161813	50392383	50480004	LARP4	12
ENSG00000125944	23303771	23344336	HNRNPR	1
ENSG00000168280	148875250	149026759	KIF5C	2
ENSG00000111057	52948871	52952901	KRT18	12
ENSG00000086758	53532096	53686729	HUWE1	X
ENSG00000213658	28984826	28990783	LAT	16
ENSG00000179546	23191895	23194729	HTR1D	1
ENSG00000128322	23573125	23580308	IGLL1	22
ENSG00000120696	41189833	41194566	KBTBD7	13
ENSG00000204197	33320351	33338717	KIFC1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000242028	43796142	43803043	HYPK	15
ENSG00000010404	149476990	149521096	IDS	X
ENSG00000115457	216632828	216664436	IGFBP2	2
ENSG00000198399	24202864	24360714	ITSN2	2
ENSG00000115738	8678845	8684453	ID2	2
ENSG00000278516	54156107	54160227	LENG1	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000096968	4984390	5128183	JAK2	9
ENSG00000054523	10210805	10381603	KIF1B	1
ENSG00000132305	86143932	86195770	IMMT	2
ENSG00000282184	105769875	105772176	IGHG3	CHR_HSCHR14_3_CTG1
ENSG00000102241	136497079	136512346	HTATSF1	X
ENSG00000132793	41340920	41360582	LPIN3	20
ENSG00000096433	33620365	33696574	ITPR3	6
ENSG00000118058	118436464	118526832	KMT2A	11
